stock, dividend_cash_true, dividend_cash_pred, yield_pred, price_buy, price_hold, return 
1442, 1.0, 2.3, 0.1318051575931232, 17.45, 15.45, 0.1248137535816619
1535, 3.0, 3.739751166, 0.06306494377740304, 59.3, 32.0, -0.3583473861720067
1723, 4.5, 7.840000000000001, 0.07192660550458717, 109.0, 135.5, 0.3678899082568807
1733, 2.25, 3.8980000000000006, 0.08337967914438504, 46.75, 31.0, -0.22459893048128343
1808, 5.0, 2.706468, 0.10490186046511628, 25.8, 56.8, 1.7248062015503876
2103, 1.06, 2.798, 0.1156198347107438, 24.2, 27.95, 0.27975206611570247
2382, 3.8, 3.8794409460000003, 0.07251291487850468, 53.5, 55.9, 0.24485981308411212
2450, 3.0, 3.5919455640000004, 0.08957470234413965, 40.1, 34.7, 0.1209476309226933
2498, 0.0, 15.876, 0.19795511221945136, 80.2, 36.55, -0.5442643391521198
2542, 6.0, 3.6193820000000003, 0.09512173455978977, 38.05, 47.95, 0.6412614980289095
2545, 1.2, 4.0, 0.1639344262295082, 24.4, 26.05, 0.362704918032787
2547, 0.0, 1.28072599, 0.10946375982905984, 11.7, 14.1, 0.20512820512820518
2548, 5.5, 5.457544918000001, 0.09218825875000002, 59.2, 71.9, 0.4898648648648649
2904, 2.0, 2.35, 0.09073359073359075, 25.9, 20.6, -0.028957528957528855
3030, 4.0, 3.2600000000000002, 0.06653061224489797, 49.0, 48.3, 0.18979591836734688
3056, 2.0, 0.86, 0.06590038314176244, 13.05, 18.9, 0.908045977011494
3356, 4.0, 6.256208958, 0.08617367710743802, 72.6, 30.45, -0.5943488292011018
5434, 3.9, 3.6, 0.06605504587155964, 54.5, 71.0, 0.5539816513761469
5471, 2.2, 3.3600000000000003, 0.0925619834710744, 36.3, 28.55, -0.06198347107438007
5534, 3.0, 6.44, 0.13444676409185805, 47.9, 84.5, 1.081419624217119
6128, 3.0, 2.4, 0.07058823529411765, 34.0, 32.4, 0.138235294117647
6189, 3.0, 2.5200000000000005, 0.08262295081967215, 30.5, 28.7, 0.17377049180327866
6192, 3.0, 3.1, 0.07061503416856492, 43.9, 65.5, 0.6810933940774488
6281, 3.7, 3.9560000000000004, 0.06928196147110333, 57.1, 63.8, 0.32749562171628716
9940, 0.7, 2.02, 0.07358834244080147, 27.45, 31.15, 0.33562536750628413
9945, 0.0, 2.821999998, 0.06555168404181184, 43.05, 46.5, 0.15191637630662028
3211, 3.5, 5.7975288, 0.1195366762886598, 48.5, 46.9, 0.15257731958762882
3213, 3.1, 3.1399999999999997, 0.07302325581395348, 43.0, 37.55, 0.11744186046511622
