stock, y_true, y_pred, error(%) 
1227, 1.6, 1.7779263809115617, 11.120398806972604
1232, 5.0, 4.8764786725282185, -2.4704265494356292
1233, 2.0, 1.6902999056774208, -15.485004716128959
1442, 1.0, 1.88585287331655, 88.58528733165501
1476, 10.5, 12.130726372473214, 15.530727356887756
1521, 5.0, 4.463681586034473, -10.726368279310545
1535, 3.0, 3.144617845514399, 4.8205948504799725
1537, 7.5, 6.875080795958947, -8.332256053880704
1707, 5.6, 6.094599862597807, 8.832140403532277
1723, 4.5, 5.04663521932566, 12.147449318348
1733, 2.25, 2.4153556078276726, 7.349138125674336
1736, 1.0, 1.7667540019842667, 76.67540019842667
2103, 1.06, 0.8043248033177608, -24.120301573796155
2105, 3.0, 1.8481500007610494, -38.39499997463169
2106, 2.2, 1.7623787048329669, -19.891877053046965
2227, 12.5, 20.390305755477755, 63.12244604382203
2308, 5.0, 5.923524756592269, 18.470495131845386
2330, 6.0, 4.420915706842281, -26.31807155262866
2382, 3.8, 3.7880618532331054, -0.3141617570235374
2383, 4.3, 1.5475250709644812, -64.01104486129114
2385, 4.3, 4.483044554235351, 4.256850098496549
2395, 6.0, 6.2907616834052895, 4.846028056754825
2404, 4.0, 3.4217792702404206, -14.455518243989484
2450, 3.0, 1.9672353411525716, -34.425488628247614
2454, 11.0, 15.489131784112987, 40.81028894648169
2458, 2.0, 2.045312157525776, 2.2656078762888
2474, 10.0, 0.4758321587724265, -95.24167841227573
2497, 1.5, 1.4341373634491716, -4.39084243672189
2542, 6.0, 1.0702392654146593, -82.16267890975568
2545, 1.2, 0, -100.0
2707, 8.872, 9.253899478055834, 4.3045477688890195
2904, 2.0, 2.021314143660595, 1.0657071830297404
2912, 7.2, 6.179563751996852, -14.172725666710386
2915, 1.6, 7.761545984811793, 385.09662405073703
3008, 63.5, 57.702083549242424, -9.130577087807207
3030, 4.0, 3.2740055940427752, -18.149860148930617
3034, 9.0, 8.979302280809009, -0.22997465767768213
3356, 4.0, 4.768739867151363, 19.21849667878408
5434, 3.9, 3.9658888984207086, 1.6894589338643247
5471, 2.2, 2.583031951745042, 17.410543261138262
6166, 2.4, 1.7745943803680622, -26.058567484664074
6189, 3.0, 2.88194668289114, -3.935110570295327
6192, 3.0, 2.6471230464406346, -11.762565118645513
6202, 3.57, 3.448711618382065, -3.397433658765683
6206, 6.0, 5.389342165230128, -10.17763057949786
6269, 4.5, 2.1263340317833133, -52.74813262703748
6277, 5.2, 5.110922499688431, -1.7130288521455688
6281, 3.7, 3.705339120202669, 0.1443005460180787
6285, 3.7, 3.541466286509501, -4.284694959202686
9910, 5.0, 5.454806554433438, 9.096131088668766
9914, 5.5, 6.327047476013178, 15.03722683660323
9917, 4.0, 3.8006022396688612, -4.984944008278469
9921, 6.2, 6.459693927542925, 4.188611734563301
9930, 3.5, 3.8250209207895574, 9.286312022558782
9942, 4.0, 3.4826697593554288, -12.933256016114282
9943, 4.0, 3.3090141584945534, -17.274646037636167
1565, 23.5, 21.586755717525765, -8.141465031805255
2059, 10.1, 8.80120494099239, -12.859357019877324
3088, 4.3, 4.288094247426693, -0.27687796682107896
3211, 3.5, 4.1604374185583035, 18.869640530237245
3213, 3.1, 3.0673993484039763, -1.0516339224523794
3265, 0.25, 2.349219821855424, 839.6879287421696
4103, 4.0, 4.178230717620173, 4.455767940504329
4401, 3.6, 3.087626645468097, -14.232593181441752
4908, 0.4, 1.2611901498965614, 215.29753747414034
5007, 2.0, 2.3403916244471765, 17.019581222358827
5209, 2.528, 2.66167236912518, 5.287672829318828
5312, 3.6, 4.249974762150473, 18.05485450417981
5349, 2.5685, 2.555913448619449, -0.49003509365585984
5356, 4.0, 2.853762933085447, -28.655926672863828
5388, 4.0, 3.573175461734795, -10.670613456630129
5439, 1.5, 1.5666363829865202, 4.4424255324346795
5489, 3.5, 3.1652138097879483, -9.565319720344334
5490, 4.5, 4.737698161863617, 5.282181374747038
5508, 2.37, 2.7107226158126667, 14.37648167985935
5511, 0.6, 1.2705431202923825, 111.7571867153971
5530, 0.5, 2.0721820381480622, 314.43640762961246
5706, 2.7, 2.3339324736750546, -13.55805653055354
5903, 4.6, 4.694371277557392, 2.0515495121172163
5904, 8.8, 8.65979296214177, -1.5932617938435283
6121, 7.0, 6.83353360137376, -2.3780914089462892
6146, 6.0, 6.194449839059624, 3.240830650993735
6176, 4.5, 4.015561765316721, -10.765294104072867
6203, 2.0, 2.059276223856382, 2.963811192819099
6210, 4.0, 4.149443429826466, 3.7360857456616436
6213, 1.6, 1.389978165242879, -13.126364672320062
6224, 4.3, 5.4603517966479735, 26.984925503441247
6230, 5.5, 4.110594564414894, -25.261917010638285
6263, 3.8, 3.3353569119019326, -12.227449686791243
6279, 5.6, 6.200866992486734, 10.729767722977401
6292, 2.0, 3.0262993025611804, 51.31496512805902
8042, 3.0, 1.6525430069524907, -44.915233101583645
8044, 5.238206, 4.741975335083692, -9.473294194926805
8081, 5.0, 4.448276439299328, -11.034471214013433
8083, 7.8, 7.3933883456928875, -5.21296992701426
8091, 3.0, 4.3513786933249765, 45.04595644416589
8103, 0.3, 0.6290666147549725, 109.68887158499084
8109, 4.5, 4.515677396907167, 0.3483865979370412
8210, 2.6, 2.49240018145955, -4.13845455924808
8299, 12.0, 11.858700382197023, -1.1774968150248069
9951, 5.5, 5.1619730580421885, -6.145944399232936
1558, 9.5, 8.653819842548856, -8.907159552117305
2114, 5.0, 4.289341004113305, -14.213179917733907
3130, 8.0, 7.1066759359563685, -11.166550800545394
