stock, dividend_cash_true, dividend_cash_pred, yield_pred, price_buy, price_hold, return 
1442, 1.0, 2.1399999999999997, 0.11855955678670357, 18.05, 18.8, 0.2772853185595568
1535, 1.8, 3.699751166, 0.07414330993987976, 49.9, 34.4, -0.22745490981963928
1733, 1.5, 3.508, 0.08412470023980814, 41.7, 25.75, -0.29016786570743414
1808, 5.0, 3.4064680000000003, 0.09732765714285715, 35.0, 59.5, 1.1714285714285715
2227, 22.0, 17.094, 0.0856842105263158, 199.5, 270.0, 0.6574937343358397
2420, 3.0, 2.56, 0.06909581646423753, 37.05, 35.75, 0.1943319838056681
2433, 2.7, 3.47, 0.0853628536285363, 40.65, 53.6, 0.5571955719557197
2450, 4.0, 3.3969806399999998, 0.06373322026266416, 53.3, 31.9, -0.23827392120075047
2451, 6.0, 6.659999999999999, 0.07646383467278989, 87.1, 81.0, 0.12514351320321476
2458, 1.57, 2.6356990199999997, 0.0737258467132867, 35.75, 86.3, 1.6699300699300699
2493, 2.3, 2.46, 0.089945155393053, 27.35, 27.7, 0.2522851919561242
2538, 1.0, 1.41, 0.1437308868501529, 9.81, 11.95, 0.4627930682976553
2542, 5.0, 3.6, 0.07667731629392971, 46.95, 45.25, 0.21938232161874327
2545, 4.5, 3.94, 0.09837702871410738, 40.05, 36.15, 0.0973782771535581
2548, 5.6, 5.32, 0.08580645161290323, 62.0, 89.6, 0.6999999999999998
2904, 1.35, 2.52, 0.1024390243902439, 24.6, 23.3, 0.11260162601626014
3030, 3.0, 3.6, 0.09290322580645162, 38.75, 54.5, 0.6567741935483871
3034, 7.0, 7.03977682, 0.06257579395555556, 112.5, 218.0, 1.1413333333333333
3056, 2.0, 1.26, 0.06923076923076923, 18.2, 30.75, 0.9642857142857144
3356, 1.0, 6.060000024, 0.125856698317757, 48.15, 25.9, -0.5075285565939771
5471, 1.8, 2.96, 0.08667642752562225, 34.15, 31.3, 0.07408491947291368
5534, 6.0, 5.8, 0.08868501529051986, 65.4, 84.0, 0.5779816513761467
6189, 2.3, 2.7199999999999998, 0.08802588996763754, 30.9, 34.3, 0.327831715210356
6281, 4.3, 4.0, 0.06319115323854661, 63.3, 67.6, 0.2622432859399684
9930, 2.8, 3.3600000000000003, 0.06268656716417911, 53.6, 49.5, 0.0348880597014925
9945, 0.0, 2.621999998, 0.06845952997389035, 38.3, 42.45, 0.25535248041775477
3211, 3.0, 5.2994172, 0.14056809549071617, 37.7, 66.5, 1.0026525198938991
3213, 3.4, 2.96, 0.06836027713625867, 43.3, 45.0, 0.27482678983833725
4113, 0.128323, 1.1034530999999999, 0.12020186274509803, 9.18, 15.5, 0.7672646333211944
4416, 2.0, 5.6, 0.07466666666666666, 75.0, 85.4, 0.21866666666666673
5209, 2.505, 3.842360944, 0.09337450653705955, 41.15, 51.4, 0.44735601458080193
5349, 1.239256, 2.2674600000000003, 0.0706373831775701, 32.1, 22.55, -0.2589016822429907
5356, 4.0, 4.32, 0.09432314410480351, 45.8, 28.3, -0.20742358078602613
5489, 1.8, 3.1399999999999997, 0.07072072072072072, 44.4, 32.5, -0.14864864864864863
5508, 1.807, 6.198, 0.24792000000000003, 25.0, 34.3, 0.6675724
5511, 0.5, 1.5299999999999998, 0.06401673640167363, 23.9, 30.0, 0.4142259414225943
5519, 0.5, 0.8982973000000001, 0.08356253953488373, 10.75, 15.2, 0.5906976744186047
5522, 3.8, 3.8200000000000003, 0.10268817204301076, 37.2, 40.35, 0.3346774193548387
6121, 6.0, 6.659999999999999, 0.06937499999999999, 96.0, 321.0, 2.6302083333333335
6176, 4.5, 6.3, 0.10769230769230768, 58.5, 105.0, 1.0735042735042735
6177, 2.0, 1.6, 0.08, 20.0, 28.2, 0.8139600000000001
6195, 3.0, 4.4, 0.08764940239043825, 50.2, 36.3, -0.07768924302788856
6203, 2.0, 2.7, 0.08571428571428572, 31.5, 36.6, 0.34285714285714286
6210, 2.0, 3.5, 0.1002865329512894, 34.9, 45.1, 0.524355300859599
6224, 4.55, 4.1212800000000005, 0.06985220338983052, 59.0, 63.2, 0.26271186440677974
8091, 3.6312330000000004, 3.825956368, 0.0690605842599278, 55.4, 58.8, 0.381261642599278
9946, 0.5, 1.1199999999999999, 0.10044843049327352, 11.15, 26.0, 1.6763733183856502
3390, 0.0, 2.7399999999999998, 0.17564102564102563, 15.6, 22.2, 0.5576923076923077
3454, 4.75, 5.296909118, 0.0626112188888889, 84.6, 83.5, 0.12920141659278966
2107, 0.55, 1.810321808, 0.11072304636085627, 16.35, 19.0, 0.2770642201834862
3556, 3.7, 4.29, 0.08528827037773361, 50.3, 47.35, 0.1685089463220677
4960, 0.0, 1.41, 0.09245901639344262, 15.25, 6.78, -0.5554098360655737
1595, 1.5, 3.7399999999999998, 0.09055690072639225, 41.3, 37.2, 0.09443099273607762
4927, 0.78, 2.4699999999999998, 0.07718749999999999, 32.0, 53.3, 0.7945109999999999
4933, 1.35, 1.85, 0.06678700361010831, 27.7, 24.3, 0.013357400722021729
5536, 8.0, 7.6, 0.08050847457627118, 94.4, 171.5, 1.3778072033898303
4987, 3.5, 3.7600000000000002, 0.07315175097276265, 51.4, 59.7, 0.4205553210116732
5278, 0.0, 2.64899109, 0.0865683362745098, 30.6, 129.0, 3.568029327124183
2640, 2.2, 3.396, 0.06792, 50.0, 78.0, 0.8566425000000001
3689, 1.6, 3.5200000000000005, 0.08745341614906833, 40.25, 24.8, -0.2571428571428571
4432, 2.4, 3.2600000000000002, 0.07018299246501615, 46.45, 18.2, -0.5115177610333693
