stock, dividend_cash_true, dividend_cash_pred, yield_pred, price_buy, price_hold, return 
1227, 1.6, None, None, 82.7, 49.9, -0.3852652962515116
1232, 5.0, None, None, 76.0, 100.0, 0.5131578947368421
1233, 2.0, None, None, 36.2, 38.1, 0.21408839779005517
1432, 0.0, None, None, 22.15, 8.19, -0.6302483069977427
1438, 0.0, None, None, 4.88, 7.69, 0.5758196721311477
1442, 1.0, None, None, 17.45, 15.45, 0.1248137535816619
1476, 10.5, None, None, 477.0, 348.0, -0.21062893081761005
1477, 9.52, None, None, 235.0, 190.0, -0.10024085106382978
1521, 5.0, None, None, 89.9, 53.1, -0.2380422691879867
1535, 3.0, None, None, 59.3, 32.0, -0.3583473861720067
1537, 7.5, None, None, 141.0, 157.0, 0.2978723404255319
1707, 5.6, None, None, 184.5, 207.0, 0.22330623306233063
1723, 4.5, None, None, 109.0, 135.5, 0.3678899082568807
1733, 2.25, None, None, 46.75, 31.0, -0.22459893048128343
1736, 1.0, None, None, 52.9, 34.3, -0.30529300567107753
1808, 5.0, None, None, 25.8, 56.8, 1.7248062015503876
2103, 1.06, None, None, 24.2, 27.95, 0.27975206611570247
2105, 3.0, None, None, 53.3, 43.15, -0.04409005628517822
2106, 2.2, None, None, 48.7, 29.9, -0.28065849627926087
2207, 12.0, None, None, 385.5, 293.0, -0.14656290531776914
2227, 12.5, None, None, 279.0, 230.0, 0.023297491039426525
2308, 5.0, None, None, 155.0, 151.0, 0.07096774193548387
2330, 6.0, None, None, 143.5, 221.0, 0.686411149825784
2360, 2.4, None, None, 67.4, 120.0, 0.9317507418397625
2382, 3.8, None, None, 53.5, 55.9, 0.24485981308411212
2383, 4.3, None, None, 59.1, 80.0, 0.5871404399323181
2385, 4.3, None, None, 72.6, 67.1, 0.10486313274793385
2395, 6.0, None, None, 212.5, 228.5, 0.1806588235294118
2404, 4.0, None, None, 43.95, 94.0, 1.4800910125142206
2420, 2.5, None, None, 43.7, 33.1, -0.05491990846681927
2450, 3.0, None, None, 40.1, 34.7, 0.1209476309226933
2454, 11.0, None, None, 252.0, 243.0, 0.08531746031746032
2458, 2.0, None, None, 46.5, 85.3, 0.9666666666666666
4763, 5.0, None, None, 108.0, 129.0, 0.3333333333333333
2474, 10.0, None, None, 278.0, 231.5, -0.052158273381294966
2497, 1.5, None, None, 37.65, 17.05, -0.49402390438247007
2498, 0.0, None, None, 80.2, 36.55, -0.5442643391521198
2539, 1.1, None, None, 25.0, 27.0, 0.35354880000000005
2542, 6.0, None, None, 38.05, 47.95, 0.6412614980289095
2545, 1.2, None, None, 24.4, 26.05, 0.362704918032787
2547, 0.0, None, None, 11.7, 14.1, 0.20512820512820518
2548, 5.5, None, None, 59.2, 71.9, 0.4898648648648649
2707, 8.872, None, None, 227.5, 136.5, -0.2947203582417582
2809, 0.5, None, None, 23.4, 29.15, 0.39529914529914534
2850, 1.57, None, None, 23.0, 35.65, 0.7630434782608695
2904, 2.0, None, None, 25.9, 20.6, -0.028957528957528855
2912, 7.2, None, None, 221.5, 322.5, 0.637471783295711
2915, 1.6, None, None, 62.2, 82.0, 0.4083601286173633
3008, 63.5, None, None, 2515.0, 3780.0, 0.5823061630218688
3022, 2.0, None, None, 40.45, 35.45, 0.012360939431396786
3030, 4.0, None, None, 49.0, 48.3, 0.18979591836734688
3034, 9.0, None, None, 141.0, 158.0, 0.2843971631205674
3045, 5.6, None, None, 100.0, 109.5, 0.26299999999999996
3056, 2.0, None, None, 13.05, 18.9, 0.908045977011494
3356, 4.0, None, None, 72.6, 30.45, -0.5943488292011018
5434, 3.9, None, None, 54.5, 71.0, 0.5539816513761469
5471, 2.2, None, None, 36.3, 28.55, -0.06198347107438007
5534, 3.0, None, None, 47.9, 84.5, 1.081419624217119
6128, 3.0, None, None, 34.0, 32.4, 0.138235294117647
6166, 2.4, None, None, 76.4, 47.4, -0.3049738219895289
6189, 3.0, None, None, 30.5, 28.7, 0.17377049180327866
6192, 3.0, None, None, 43.9, 65.5, 0.6810933940774488
6202, 3.57, None, None, 51.3, 70.5, 0.5920077972709553
6206, 6.0, None, None, 101.5, 72.7, -0.13103448275862067
6269, 4.5, None, None, 82.4, 75.2, 0.09098300970873782
6277, 5.2, None, None, 71.3, 93.4, 0.5413744740532961
6281, 3.7, None, None, 57.1, 63.8, 0.32749562171628716
6285, 3.7, None, None, 89.9, 75.4, -0.04092548609566182
9906, 0.0, None, None, 13.9, 11.1, -0.23983879338901237
9910, 5.0, None, None, 181.5, 192.5, 0.1616749311294766
9914, 5.5, None, None, 178.0, 151.0, -0.08707865168539326
9917, 4.0, None, None, 97.0, 86.4, 0.009278350515463977
9921, 6.2, None, None, 223.0, 152.0, -0.25246636771300446
9930, 3.5, None, None, 60.2, 52.4, -0.0091362126245848
9940, 0.7, None, None, 27.45, 31.15, 0.33562536750628413
9942, 4.0, None, None, 82.5, 70.4, 0.0012121212121212724
9943, 4.0, None, None, 53.5, 64.8, 0.43551401869158873
9945, 0.0, None, None, 43.05, 46.5, 0.15191637630662028
1565, 23.5, None, None, 668.0, 566.0, -0.03967065868263473
2059, 10.1, None, None, 436.5, 343.0, -0.1607101947308133
3088, 4.3, None, None, 67.0, 53.1, -0.0062686567164178825
2239, 4.0, None, None, 151.5, 124.5, -0.09636963696369637
3211, 3.5, None, None, 48.5, 46.9, 0.15257731958762882
3213, 3.1, None, None, 43.0, 37.55, 0.11744186046511622
3252, 0.0, None, None, 18.4, 17.2, -0.0652173913043478
3265, 0.25, None, None, 23.4, 22.95, 0.08333333333333338
3266, 0.0, None, None, 12.15, 11.4, -0.06172839506172839
4113, 0.8122564999999999, None, None, 10.1, 11.15, 0.2136047689121866
4126, 2.5, None, None, 88.8, 75.6, -0.06418918918918923
4401, 3.6, None, None, 95.7, 38.0, -0.49634273772204807
4416, 4.5, None, None, 91.5, 72.5, -0.11475409836065574
4908, 0.4, None, None, 18.7, 23.95, 0.38021390374331554
5007, 2.0, None, None, 64.5, 52.7, -0.06666666666666662
5209, 2.528, None, None, 41.8, 42.4, 0.20358851674641154
5312, 3.6, None, None, 83.5, 59.0, -0.16167664670658682
5324, 0.0, None, None, 10.0, 10.2, 0.019999999999999928
5349, 2.5685, None, None, 33.9, 33.0, 0.08577451327433631
5356, 4.0, None, None, 39.9, 24.9, -0.12531328320802004
5388, 4.0, None, None, 87.5, 63.6, -0.13657142857142857
5432, 0.0, None, None, 18.25, 42.15, 1.3095890410958904
5439, 1.5, None, None, 18.9, 40.1, 1.412698412698413
5489, 3.5, None, None, 52.5, 40.8, -0.0933333333333334
5490, 4.5, None, None, 75.8, 24.1, -0.5567282321899736
5508, 2.37, None, None, 28.6, 31.95, 0.35835664335664325
5511, 0.6, None, None, 25.2, 27.95, 0.2003968253968254
5514, 0.0, None, None, 9.41, 14.8, 0.6737513283740703
5519, 0.6, None, None, 14.0, 13.3, 0.0571428571428572
5522, 3.5, None, None, 34.25, 37.3, 0.3751824817518248
5530, 0.5, None, None, 58.5, 58.4, 0.07008547008547006
5533, 0.5, None, None, 17.4, 16.15, 0.036206896551724134
5706, 2.7, None, None, 38.65, 35.9, 0.12807244501940493
5903, 4.6, None, None, 205.5, 229.0, 0.18880778588807784
5904, 8.8, None, None, 318.5, 311.0, 0.08007064364207221
6121, 7.0, None, None, 106.0, 222.0, 1.3113207547169812
6130, 0.0, None, None, 31.9, 34.8, 0.09090909090909087
6143, 2.0, None, None, 58.9, 36.8, -0.2903225806451613
6146, 6.0, None, None, 205.5, 165.0, -0.11180395279805352
6176, 4.5, None, None, 75.4, 87.1, 0.3381962864721484
6177, 3.0, None, None, 20.45, 30.9, 1.0050117359413202
6195, 3.5, None, None, 47.9, 43.5, 0.12734864300626308
6203, 2.0, None, None, 31.0, 30.25, 0.1435483870967742
6210, 4.0, None, None, 44.95, 30.3, -0.11457174638487212
6213, 1.6, None, None, 23.9, 61.0, 1.8535564853556485
6223, 3.0, None, None, 63.8, 64.0, 0.12382445141065836
6224, 4.3, None, None, 66.6, 56.5, 0.026276276276276357
6230, 5.5, None, None, 154.0, 140.0, 0.019155844155844152
6231, 0.85, None, None, 24.95, 40.2, 0.6913827655310623
6263, 3.8, None, None, 44.1, 59.0, 0.6099773242630385
6279, 5.6, None, None, 140.0, 89.4, -0.2214285714285714
6292, 2.0, None, None, 29.0, 29.6, 0.27931034482758627
8042, 3.0, None, None, 42.4, 37.2, 0.10141509433962274
8044, 5.238206, None, None, 334.0, 135.0, -0.6632258015100004
8081, 5.0, None, None, 61.8, 64.5, 0.27831715210355995
8083, 7.8, None, None, 133.0, 133.5, 0.19022556390977444
8091, 3.0, None, None, 65.0, 74.1, 0.3714082307692307
8103, 0.3, None, None, 25.2, 25.1, 0.12380952380952391
8109, 4.5, None, None, 60.2, 79.6, 0.5737541528239202
8114, 7.75, None, None, 160.0, 106.0, -0.20942671813704375
8210, 2.6, None, None, 43.25, 47.8, 0.3040462427745664
8299, 12.0, None, None, 244.0, 250.0, 0.20081967213114754
8934, 0.0, None, None, 39.0, 38.85, -0.0038461538461538095
9946, 1.0, None, None, 13.45, 12.5, 0.09191449814126401
9951, 5.5, None, None, 190.0, 87.3, -0.4531578947368421
1558, 9.5, None, None, 144.0, 139.0, 0.15625
2114, 5.0, None, None, 75.9, 83.2, 0.2938076416337285
3130, 8.0, None, None, 142.0, 156.0, 0.29859154929577464
3152, 9.95, None, None, 217.5, 242.5, 0.25908045977011496
3293, 4.5, None, None, 163.0, 154.0, 0.10122699386503067
3379, 0.0, None, None, 14.15, 10.1, -0.28621908127208484
3390, 0.8, None, None, 14.25, 21.15, 0.6105263157894736
3416, 3.5, None, None, 55.5, 51.9, 0.09729729729729727
3450, 6.5, None, None, 133.0, 65.8, -0.6097804511278196
3454, 4.5, None, None, 84.5, 101.0, 0.3828409116124259
8255, 6.5, None, None, 122.5, 109.5, 0.04897959183673469
8271, 2.0, None, None, 17.85, 30.0, 1.0728291316526608
2107, 0.85, None, None, 17.15, 15.15, 0.0029154518950438254
3527, 3.5, None, None, 43.6, 90.5, 1.4261697247706422
3515, 2.5, None, None, 40.55, 54.1, 0.5437731196054255
2231, 9.0, None, None, 396.0, 273.5, -0.33664583333333337
2049, 2.1, None, None, 133.5, 242.0, 0.9287304000000001
3533, 4.5, None, None, 124.0, 213.0, 0.8306451612903226
1580, 7.0, None, None, 103.5, 123.0, 0.43
3529, 6.0, None, None, 395.0, 290.0, -0.21518987341772153
3541, 4.0, None, None, 82.5, 78.0, 0.11333333333333334
3552, 5.25, None, None, 404.0, 63.5, -0.8063118811881188
3556, 3.7, None, None, 52.8, 40.95, -0.007169696969696855
3563, 3.6, None, None, 43.3, 413.0, 8.949191685912242
3587, 3.0, None, None, 62.8, 66.0, 0.19426751592356695
1773, 3.0, None, None, 40.45, 83.0, 1.3386897404202718
3131, 12.0, None, None, 245.0, 110.0, -0.4204081632653061
3611, 10.0, None, None, 338.5, 233.5, -0.22156573116691286
2634, 1.36, None, None, 40.2, 33.9, -0.0724868159203981
