stock, y_true, y_pred, error(%) 
1101, 1.788296243965619, 1.8628355855843972, 4.168176378511219
1102, 1.627000654489201, 1.608354570570802, -1.146040345278965
1103, 1.1551368094992256, 0.06215072928883647, -94.61962178178878
1104, 2.160342717258262, 2.231575069982384, 3.29727094479364
1108, -0.24956758092414133, 0.13012708631355607, -152.14102161494668
1109, 1.3666666666666667, 0.9817120895660675, -28.167408080531647
1110, 0.10664335664335665, -0.03136212367558345, -129.4084176105471
1201, 1.3119936771389054, -0.522402546909285, -139.8174591853598
1203, 1.8458333333333332, 1.9887384218341682, 7.742036397336431
1210, 3.0404671374253125, 2.7136773987287635, -10.748010878791368
1213, 0.0353356890459364, 0.016068755347932562, -54.52542236535085
1215, 5.347014925373134, 5.537989077574544, 3.5716031256090535
1216, 7.012495600140795, 2.8084978246275294, -59.95009501936598
1217, 0.268958543983822, 0.3795443972663732, 41.116319134001166
1218, 0.8972544579677328, 0.3066152129694706, -65.82739598040568
1219, 0.43788819875776397, 0.27629915095618196, -36.90189602277263
1220, 0.43478260869565216, 0.5423917425942391, 24.750100796674985
1225, 1.1294010059442159, 1.5885216867442664, 40.65169752670892
1227, 2.3746038684296797, 2.3054862529486164, -2.9107008709949858
1229, 3.1092524830109776, 2.915692765434259, -6.2252814345034055
1231, 2.5390869293308316, 2.642590319064353, 4.076401974972923
1232, 5.10625, 5.2478999405696, 2.774050243713099
1233, 1.9315673289183222, 1.9887251207131866, 2.959140535208412
1234, 1.3510823587957201, 1.3202148714697992, -2.284648831728844
1235, 5.057660626029654, 6.4456770755329265, 27.443843154673818
1236, 0.046168051708217916, 0.07858522968226629, 70.21560749178877
1301, 7.757670012724445, 7.694986041012028, -0.8080257552796165
1303, 6.874590205275634, 8.227480258288939, 19.679573801723947
1304, 0.9532389532389531, 0.9410614655929224, -1.277485315161914
1305, 2.58130081300813, 3.0810680400008925, 19.36106107719994
1307, 2.264957264957265, 2.6015301585874266, 14.860010775369407
1308, 1.0905230650453581, 1.2817510346521732, 17.535435584653257
1309, 1.5318889227952395, 1.09642731925881, -28.426447704957752
1310, 2.000378859632506, 2.437272818065939, 21.840560668277398
1312, 3.627840282373704, 3.4756585210184228, -4.194830794913284
1313, 1.9523174391463822, 1.9308448121912916, -1.0998532576996911
1314, 2.2563798659209597, 1.8326194822218331, -18.78054267809048
1315, 0.8686868686868687, 1.3922083839282773, 60.26584884755749
1316, 2.636932707355242, -1.7199264912077905, -165.22451204046163
1319, 3.957734573119189, 4.053226802066802, 2.4128002316323403
1321, -0.35651408450704225, -0.4415755240285194, 23.859208715160012
1323, 2.7491785323110625, 2.7608027423590578, 0.4228248515466018
1324, 0.7989347536617842, 1.0381490372103277, 29.941654490826025
1325, 0.5158264947245018, 0.6824399910509554, 32.30029826510567
1326, 9.283252576264246, 8.358267395383052, -9.96402040429482
1402, 1.506846755964057, 1.6616189143121853, 10.271260679663971
1409, 0.5962679189322788, 0.5901503967531383, -1.0259686937534735
1410, 1.2777777777777777, 1.3540409761108771, 5.968424217373002
1413, 0.8856926570779712, 0.26683115801188684, -69.87316583472628
1414, 0.40909090909090906, 0.7207025980463448, 76.17174618910653
1416, 1.2034538586076633, -3.2280471931329693, -368.23190353701307
1417, -1.208212687549355, -0.9182868841069863, -23.996255496243112
1418, -5.669014084507042, -6.59004502412841, 16.2467569473583
1419, 4.14, 0.4066630952524086, -90.1772199214394
1423, 0.2658959537572254, 0.26108357700602397, -1.8098721259953248
1432, -0.8457415128052412, -1.566999754079316, 85.28116810557545
1434, 2.5405116637977088, 2.432368697598842, -4.256739606430623
1435, 0.00715307582260372, 0.05724248927038626, 700.25
1436, 3.1488801054018447, 2.2595227623330887, -28.243607673187686
1437, 1.60557563242127, 1.4001846508006666, -12.792357922800928
1439, -0.07608695652173914, 0.12883312962817606, -269.3235417970314
1440, 0.45388701110574603, 0.45837345389296485, 0.9884492566308708
1441, -3.8002773925104023, -3.2642990772695595, -14.103662966738966
1442, 1.8693768743752082, 1.3705787983957027, -26.682585133948233
1443, -1.7886178861788617, -1.1079476519132603, -38.05565400666772
1444, -0.013579860022981304, 0.18856216570549622, -1488.5427786913194
1445, 0.08651766402307137, 0.124251742042227, 43.61430517714071
1446, -0.29048656499636893, -0.1024771924511307, -64.72222649869826
1447, -0.20338983050847456, -0.08930200478683228, -56.09318097980746
1449, 0.4666666666666667, -0.04749023963188853, -110.17647992111897
1451, 1.4191919191919191, 1.1988075205073287, -15.52886510304231
1452, 1.6289592760180995, 1.7016729942773248, 4.463814370913549
1453, -0.3010033444816054, -0.4743902015223527, 57.602966950203815
1454, 0.135424091233072, 0.1789605935499174, 32.148269868702144
1455, 0.5900621118012422, 0.3853065600711263, -34.70067771426176
1456, 0.4055496264674493, 0.051270050595359114, -87.35788489267067
1457, 2.0059681697612732, 0.6787498978408752, -66.16347616713918
1459, 0.2649191299498048, -0.9821972193438882, -470.75360300707183
1460, 0.4387755102040816, 0.7008699798904533, 59.733158207591686
1463, 3.294864396999423, 3.2509922442166683, -1.3315313620405267
1464, 1.105797967722654, 1.2373568062825187, 11.897185778954253
1465, 0.25096525096525096, 0.6584938169880049, 162.3844593844512
1466, -0.026978417266187053, -0.31941493983525504, 1083.9647103226787
1467, -0.36614360437470284, -0.6845666980760367, 86.96672286414349
1468, -0.5860349127182045, -0.5413682994523348, -7.621834859410112
1469, -0.6500802568218299, -0.7712707075974746, 18.64238292178436
1470, 0.48951048951048953, 0.4762707958484731, -2.7046802766690723
1471, -2.9986702127659575, -2.4973291568434393, -16.7187793371944
1472, -1.0772833723653394, -1.4007503981751104, 30.026178265385262
1473, 0.6385869565217392, 0.24667636747396715, -61.37153054024685
1474, 0.8391070053887606, 0.8830337370403081, 5.234938019757815
1475, -12.3125, -4.7568821782492625, -61.36542393300092
1476, 11.122448979591837, 11.812408168459488, 6.203302798993553
1477, 6.141356255969437, 5.660062732751843, -7.836925642438889
1503, 2.5508637236084453, 2.5239035157295246, -1.0569050643278888
1504, 1.5439157137863884, 1.6609258288865343, 7.578789052751042
1506, -0.12254901960784313, 0.09566835138891407, -178.06537473335388
1507, 2.745861733203505, 2.821910390567865, 2.769573443730414
1512, -3.0913091309130913, -2.9565801696953202, -4.358314083521493
1513, 1.161904761904762, 1.0200612514975573, -12.207843108816794
1514, 0.5768274490303331, 0.34558918140853295, -40.08794449891725
1515, 1.487603305785124, 0.8630161110998087, -41.98613919829064
1516, 0.5592105263157895, 0.7078229865992496, 26.575404662454037
1517, -0.17998244073748904, -0.15761645085699472, -12.426762182381964
1519, 0.3561853695901953, 0.34650588583439046, -2.717541084559836
1521, 6.548556430446194, 6.742827101397298, 2.9666182618184616
1522, 2.109300095877277, 2.7658401594500654, 31.125967559382655
1524, 0.9181969949916526, 1.0369801896846464, 12.93656974929151
1525, 7.370572207084468, 7.5671677836584275, 2.6673041257908747
1526, 2.72, 2.699588757156381, -0.75041333983894
1527, 1.4782608695652175, 4.150174870925647, 180.74712362144078
1528, 0.5388888888888889, 0.7205809736787097, 33.716056971306955
1529, 0.10171752542938137, -0.07917164591633213, -177.83481320659732
1530, 1.8219461697722568, 1.599120365536895, -12.23009811882724
1531, 0.8126293995859213, 0.8968071375494169, 10.358687244934616
1532, 1.5805865559304437, 1.7572798285174889, 11.178968461049015
1533, 1.1472081218274113, 1.1122316000968497, -3.0488383986374434
1535, 1.5117219078415522, 1.5130367219317096, 0.08697460050933739
1536, 4.7215686274509805, 5.0205711369443815, 6.332694345582829
1537, 11.014669926650367, 11.789362673273152, 7.033281539816182
1538, -1.8531889290012034, -2.7337706182807198, 47.517102843589484
1539, 1.162079510703364, 1.9952015971541395, 71.69234796563254
1540, 0.5380116959064327, 0.7925120662118122, 47.30387317632598
1541, 1.7131979695431472, 2.6930189812725525, 57.192515351316395
1560, 5.198581560283689, 5.260487369549615, 1.1908211605041812
1603, 1.4658320292123108, 1.0072995820145247, -31.28137726968527
1604, 0.625250501002004, 0.8422708922722049, 34.70935103968918
1605, 1.9489007724301841, 1.7959632563127483, -7.847373159318427
1608, 0.695322376738306, 0.5642305608335436, -18.853386614666732
1609, 0.8161481999300945, 0.6862630335676789, -15.91440946307798
1611, 1.5512048192771086, -2.306817268119567, -248.7113267991643
1612, 0.6485289465359063, 0.6843590553059303, 5.524827991319314
1614, 0.7878112225938314, 0.6493662325237863, -17.57337114521185
1615, 1.3136729222520107, 1.2867239000690942, -2.0514255661689504
1616, -0.5667181865018032, -0.31312950010446683, -44.746876390657256
1617, 0.8044382801664356, 1.0739787676030494, 33.506670938241136
1618, 0.34454130344541306, 0.19576379669968283, -43.18132695788724
1701, 1.0432740691043274, 1.015889440310866, -2.624873904607986
1702, 3.3764025841550493, 3.5404083823619987, 4.857412412151441
1704, 4.188004209049456, 4.623499240022083, 10.398629257143707
1707, 10.0, 9.815439128014246, -1.8456087198575408
1708, 2.437934458788481, 3.017344025181641, 23.766412764069738
1709, 1.2813200244448972, 1.5438058133784782, 20.485576118838615
1710, 1.9747092695043469, 1.5933701824972384, -19.311150906929445
1711, 0.6681270536692223, 0.5432620167842871, -18.688816176384567
1712, 1.3927710843373495, 1.6608211401112662, 19.245808502798518
1713, 0.48344370860927155, 0.5757941731820512, 19.102630343136607
1714, 0.3298747063429914, 0.47830127434361597, 44.994831415263526
1717, 1.647830213096368, 1.496154892432173, -9.204547862925045
1718, 0.5554389646729626, 0.47277407729172444, -14.882803087088156
1720, 2.0313374370453277, 2.135415270629662, 5.123611256617223
1721, 0.3148897885739991, 0.5639251418644606, 79.0865129092423
1722, 1.6520408163265308, 0.7207061095715586, -56.374800038287376
1723, 4.896580835795694, 5.260692970889536, 7.436048689976814
1724, 0.6807511737089201, 0.6645131064195869, -2.3853160914675655
1725, 1.188118811881188, 1.2323907031420298, 3.7262175144541803
1726, 4.8765432098765435, 5.267199013800907, 8.010916485537575
1727, 0.8340888485947416, 0.8401137952812356, 0.7223387168698789
1730, 3.0664395229982966, 3.2219984873347207, 5.072950670304498
1731, 0.6471030850263355, 0.7809158169269415, 20.678734964640153
1732, 0.1650943396226415, -0.27321987756294386, -265.49318298098314
1733, 0.8625877632898695, -1.170221765623042, -235.66408143327595
1734, 0.22063208109719737, 0.30706002189722337, 39.172880195038815
1735, 0.6338028169014085, 0.4990334104532286, -21.26361746182394
1736, 0.4276315789473684, 0.5907509152798297, 38.144829419283255
1737, 1.77, 1.7697169882726014, -0.015989363129866725
1802, 0.7303737835700286, 0.28138193594716243, -61.47425574727199
1805, -0.024906600249066, -15.636668608788472, 62681.22446428572
1806, -0.21038188886348047, -0.3302846044014545, 56.992888592126135
1808, 2.3664749383730483, 1.6861773098022454, -28.747299096203722
1809, -0.08982035928143713, -0.017720084730004783, -80.27163900059466
1810, 0.454176804541768, 0.2900253939262604, -36.1426230873073
1902, 0.582089552238806, -0.2181357938613833, -137.47461074028894
1903, -0.6538461538461539, -1.1359839886831635, 73.73872768095441
1904, 1.2947757827303077, 1.1410102641492361, -11.875841410690008
1905, 0.5612985128763148, 0.5751526599901942, 2.468231573051071
1906, 2.774834437086093, 8.684845373319499, 212.98607431294613
1907, 0.9678390749217056, 0.9077865300509548, -6.2048068141502615
1909, 3.425068360236394, 4.460097201028031, 30.21921701791086
2002, 1.074426910879637, 0.9284800902824873, -13.5836899764231
2006, 1.7079972114331243, 1.6178236158571475, -5.279493138066374
2007, -0.346711889956661, -0.456184817568239, 31.57461015405675
2008, -1.0080645161290323, -0.8879852817186045, -11.911860053514436
2009, 0.7508342602892103, 0.588652138101906, -21.600255977242455
2010, 0.5974988420565076, 0.627033198239495, 4.942998061943394
2012, 0.8095899930507298, 0.9124852919578184, 12.709556663287595
2013, 0.27, 0.21146835334335853, -21.678387650607956
2014, 1.815395332636712, 1.336281979582869, -26.39168143932431
2015, 4.6853507565337, 3.8754077441355266, -17.28671031232212
2017, 0.9813512687251604, 0.8328185211466552, -15.135533250133662
2020, 1.4603854389721627, 1.5020430810890975, 2.852510098036444
2022, -0.16450374702979345, -0.5262135593052641, 219.87937588434448
2023, 0.7506039973643751, 1.1470917301387291, 52.82249150904561
2024, 1.046153846153846, 1.1607909673693122, 10.957960116184271
2025, 0.5512091038406828, -0.038442669219386, -106.97424424805892
2027, 1.1501057082452433, 1.716756816102682, 49.26948051775156
2028, 1.9527172244396684, 1.6413868183590976, -15.94344548120156
2029, 2.316313823163138, 2.951889216457204, 27.439088215867475
2030, 1.8778359511343803, 1.8424077504100025, -1.8866504660844312
2031, 3.481384715871979, 2.9653171650387327, -14.823628899168856
2032, 0.11494252873563218, 0.12400094649083715, 7.880823447028322
2033, 0.2973977695167286, 0.5403524683791476, 81.69351749248843
2034, 2.0044215180545324, 2.2159610212441954, 10.553643596631346
2101, 0.7590838230003598, 0.7589040438984376, -0.02368369559130418
2102, -1.4747517430804984, -1.6112510997676457, 9.255751507167167
2103, 1.0584958217270195, 0.7406677314711562, -30.02639063206709
2104, 3.6159720012726693, 3.8753620204090486, 7.173452091030712
2105, 1.7097550441167397, 2.1289335125624813, 24.516872746662337
2106, 0.3762580054894785, 1.4222456120377025, 277.99743561269514
